timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1733081502803,135,Prueba,200,OK,Thread Group 1-30,text,true,,521,129,45,45,http://172.23.66.12:3000/proceso_c,127,0,15
1733081502797,184,Prueba,200,OK,Thread Group 1-11,text,true,,507,129,49,49,http://172.23.66.12:3000/proceso_c,184,0,20
1733081502798,186,Prueba,200,OK,Thread Group 1-10,text,true,,507,129,50,50,http://172.23.66.12:3000/proceso_c,186,0,19
1733081502827,179,Prueba,200,OK,Thread Group 1-33,text,true,,507,129,50,50,http://172.23.66.12:3000/proceso_c,179,0,1
1733081502792,241,Prueba,200,OK,Thread Group 1-4,text,true,,535,129,52,52,http://172.23.66.12:3000/proceso_c,241,0,25
1733081502793,245,Prueba,200,OK,Thread Group 1-28,text,true,,507,129,52,52,http://172.23.66.12:3000/proceso_c,245,0,28
1733081502791,247,Prueba,200,OK,Thread Group 1-7,text,true,,507,129,51,51,http://172.23.66.12:3000/proceso_c,247,0,25
1733081502837,269,Prueba,200,OK,Thread Group 1-34,text,true,,521,129,58,58,http://172.23.66.12:3000/proceso_c,269,0,0
1733081502797,342,Prueba,200,OK,Thread Group 1-18,text,true,,549,129,61,61,http://172.23.66.12:3000/proceso_c,342,0,20
1733081502793,356,Prueba,200,OK,Thread Group 1-22,text,true,,507,129,61,61,http://172.23.66.12:3000/proceso_c,356,0,29
1733081502792,380,Prueba,200,OK,Thread Group 1-29,text,true,,507,129,62,62,http://172.23.66.12:3000/proceso_c,380,0,29
1733081502798,375,Prueba,200,OK,Thread Group 1-24,text,true,,521,129,61,61,http://172.23.66.12:3000/proceso_c,375,0,25
1733081502810,367,Prueba,200,OK,Thread Group 1-31,text,true,,521,129,61,61,http://172.23.66.12:3000/proceso_c,367,0,11
1733081502940,237,Prueba,200,OK,Thread Group 1-46,text,true,,507,129,61,61,http://172.23.66.12:3000/proceso_c,237,0,1
